tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Edificio,,8950000,,7,322,Granate,"Granate, Estrella, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5022783942-edificio-en-venta-en-estrella-gam-gustavo-a-madero-_JM
Casa,,10200000,3,5,347,Huacho,"Huacho, 7, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4755008634-casa-en-venta-en-san-bartolo-atepehuacan-_JM
Departamento,,4531400,2,2,65,AV INSTITUTO POLITECNICO NACIONAL,"AV INSTITUTO POLITECNICO NACIONAL, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2939176663-departamento-en-venta-en-lindavista-norte-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,6370000,9,3,391,Estado De Hidalgo 37-A,"Estado De Hidalgo 37-A, Providencia, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030586078-casa-en-venta-en-gustavo-a-madero-_JM
Casa,,5100000,4,2,179,Norte 66 A,"Norte 66 A, Cuchilla La Joya, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5257430206-casa-en-venta-en-gustavo-a-madero-_JM
Edificio,,8950000,,7,322,Granate,"Granate, Estrella, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2798096155-edificio-en-venta-en-estrella-gam-gustavo-a-madero-_JM
Casa,Venta Casa 6 Ambientes San Felipe De Jesús,4495000,6,2,456,Atoyac,"Atoyac, 361, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4756002878-venta-casa-6-ambientes-san-felipe-de-jesus-_JM
Edificio,,10000000,,,750,Defensores De La República,"Defensores De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5140133872-bodega-750m2-zona-vallejo-_JM
Departamento,,1350000,3,1,76,San Felipe De Jesús,"San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5376526932-san-felipe-de-jesus-3-recamaras-_JM
Casa,,7500000,4,2,249,Natal 670,"Natal 670, Montevideo, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2901302289-casa-en-venta-en-calle-natal-esquina-con-montevideo-_JM
Edificio,,48800000,,3,1819,Gustavo A. Madero,"Gustavo A. Madero, Mexico City, Lindavista, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5058310064-edificio-con-uso-escolar-en-venta-de-1819m2-en-lindavista-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,Venta Casas Acueducto De Guadalupe T-df0085-0611,9100000,12,12,500,17-A,"17-A, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5204105464-venta-casas-acueducto-de-guadalupe-t-df0085-0611-_JM
Casa,,5300000,4,2,264,Gabriel Hernández,"Gabriel Hernández, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5357496656-casa-en-venta-gabriel-hernandez-gustavo-a-madero-_JM
Casa,,6800000,5,3,347,La Joya,"La Joya, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2937241919-casa-en-venta-la-joya-gustavo-a-madero-_JM
Edificio,,9200000,,,301,Poniente 122,"Poniente 122, Ampliación Panamericana, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5243371202-edificio-habitacional-y-comercial-en-venta-_JM
Terreno,,4800000,,,275,Salaverry,"Salaverry, San Pedro Zacatenco 135, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2765646459-terreno-en-venta-en-san-pedro-zacatenco-gustavo-a-maderocdmx-_JM
Casa,Venta Casas San Juan De Aragon I Seccion T-df0227-0047,5500000,6,3,170,AV. 523,"AV. 523, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2919058787-venta-casas-san-juan-de-aragon-i-seccion-t-df0227-0047-_JM
Departamento,,3150000,3,2,58,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2834096543-departamento-en-venta-guadalupe-tepeyac-gustavo-a-madero-_JM
Casa,Venta De Salon De Eventos Con Restaurante Y Un Loft,30000000,2,7,1320,Huitzilihuitl 9,"Huitzilihuitl 9, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5057771492-venta-de-salon-de-eventos-con-restaurante-y-un-loft-_JM
Casa,,9450000,5,4,369,Arroyo De Los Ahuehuetes,"Arroyo De Los Ahuehuetes, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2811186179-casa-en-venta-en-residencial-la-escalera-gustavo-a-madero-cdmx-_JM
Casa,Venta Casas Acueducto De Guadalupe T-df0085-0619,6200000,4,3,160,FARALLONES,"FARALLONES, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5352863586-venta-casas-acueducto-de-guadalupe-t-df0085-0619-_JM
Casa,,5400000,4,2,202,H. Congreso De La Unión 3640,"H. Congreso De La Unión 3640, Mártires De Río Blanco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5058002512-casa-en-venta-en-martires-de-rio-blanco-gustavo-a-madero-cdmx-_JM
Departamento,,4800000,3,2,120,Acueducto De Guadalupe,"Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5262348176-departamento-en-venta-ubicacion-gustavo-a-madero-cod-dv1202-_JM
Casa,,8400000,4,3,492,Boca Del Río,"Boca Del Río, Residencial Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5086387624-casa-en-venta-en-residencial-acueducto-de-guadalupe-gustavo-a-madero-cdmx-_JM
Departamento,,5100000,3,2,119,Lindavista,"Lindavista, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2798123405-departamento-en-venta-colonia-san-bartolo-atepehuacan-_JM
Terreno,,10500000,,,314,Granjas Modernas,"Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2901602625-venta-casa-granjas-modernas-ciudad-de-mexico-_JM
Departamento,Venta De Departamento,4550000,3,2,94,Avenida Insurgentes Norte 1932,"Avenida Insurgentes Norte 1932, Colonia Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5153546486-venta-de-departamento-_JM
Casa,,8300000,11,9,536,Pedernal,"Pedernal, Tres Estrellas, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030565204-casa-de-productos-en-venta-colonia-tres-estrellas-_JM
Departamento,Se Vende Hermoso Departamento Ubicado En Tercer Nivel Remodelado.,1970000,2,1,65,Henry Ford,"Henry Ford, Bondojito, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5029452966-se-vende-hermoso-departamento-ubicado-en-tercer-nivel-remodelado-_JM
Casa,,2980000,2,1,120,Guanajuato MZ298 LT5,"Guanajuato MZ298 LT5, San Felipe De Jesús, Gustavo A. Madero, 7500 - 7800 Ciudad De México, CDMX, Mexico, San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5271958598-casa-en-venta-como-terreno-en-san-felipe-de-jesus-_JM
Bodega,,11800000,,,811,Avenida Cerro Del Chiquihuite,"Avenida Cerro Del Chiquihuite, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5029026438-bodega-en-venta-colonia-la-candelaria-ticoman-en-gustavo-a-madero-_JM
Departamento,,3900000,2,1,115,Matagalpa 1029 Depto 5,"Matagalpa 1029 Depto 5, Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2911341089-departamento-en-venta-en-residencial-zacatenco-gustavo-a-madero-cdmex-_JM
Departamento,Venta Departamento 2 Ambientes Residencial Zacatenco,3900000,2,2,74,Cienfuegos,"Cienfuegos, 1166, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2756053045-venta-departamento-2-ambientes-residencial-zacatenco-_JM
Casa,,9450000,5,4,369,Arroyo De Los Ahuehuetes,"Arroyo De Los Ahuehuetes, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4990219650-casa-en-venta-en-residencial-la-escalera-gustavo-a-madero-cdmx-_JM
Departamento,Venta Departamentos 7 De Noviembre T-df0219-0096,1490000,3,1,64,MELLADO,"MELLADO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5187539226-venta-departamentos-7-de-noviembre-t-df0219-0096-_JM
Local Comercial,,7990000,,1,360,San Bartolo Atepehuacan,"San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2785486429-local-con-bodega-en-venta-elevador-interno-3-niveles-_JM
Edificio,Venta Edificios Guadalupe Tepeyac T-df0219-0084,11000000,,,502,AV NOE,"AV NOE, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2738915849-venta-edificios-guadalupe-tepeyac-t-df0219-0084-_JM
Departamento,,2950000,2,1,59,Calzada Vallejo,"Calzada Vallejo, Nueva Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2811217889-departamento-en-venta-colonia-nueva-vallejo-gustavo-a-madero-cdmx-_JM
Edificio,,45000000,,,1961,Calz De Guadalupe,"Calz De Guadalupe, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",True,https://inmueble.mercadolibre.com.mx/MLM-5378446482-edificio-en-venta-guadalupe-tepeyac-_JM
Departamento,,2535000,2,1,63,Caruso 321,"Caruso 321, Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2855931119-departamento-en-venta-en-vallejo-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,3907700,2,1,65,Avenida Instituto Politécnico Nacional,"Avenida Instituto Politécnico Nacional, Colonia Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2841853931-panorama-lindavista-_JM
Edificio,Venta Edificios Industrial T-df0219-0087,14000000,,,645,EXCELSIOR,"EXCELSIOR, Industrial, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2765679467-venta-edificios-industrial-t-df0219-0087-_JM
Departamento,,2432700,3,1,77,Ampliación San Juan De Aragón,"Ampliación San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5263949014-departamento-en-venta-ubicado-san-juan-de-aragon-iii-gustavo-a-madero-cdmx-_JM
Departamento,Venta Departamento 2 Ambientes Santa Rosa,1570000,2,2,47,OPALO,"OPALO, S/N, Santa Rosa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5179144778-venta-departamento-2-ambientes-santa-rosa-_JM
Casa,,17700000,3,4,355,Gta. Sur 64,"Gta. Sur 64, San Buenaventura, Tlalpan, 14620 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5204850984-casa-en-fraccionamiento-en-club-de-golf-mexico-tlalpan-ciudad-de-mexico-ims-1328-fr-_JM
Departamento,Venta Departamentos Industrial T-df0215-0103,2490000,2,1,55,AV HUASTECA,"AV HUASTECA, Industrial, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5309688794-venta-departamentos-industrial-t-df0215-0103-_JM
Edificio,Venta De Edificio Para Clínica,16800000,,6,590,Asperon 6240,"Asperon 6240, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5022578432-venta-de-edificio-para-clinica-_JM
Casa,,9900000,2,1,450,Norte 74-A,"Norte 74-A, Faja De Oro, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4473944872-se-vende-casa-con-restaurante-de-mariscos-y-departamento-en-col-faja-de-oro-gustavo-a-madero-_JM
Departamento,,4713900,2,2,71,Gustavo Madero,"Gustavo Madero, Lindavista, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2745693235-departamento-en-venta-en-lindavista-gustavo-madero-jl-25-660-_JM
Edificio,,4100000,,5,352,Ampliación Panamericana,"Ampliación Panamericana, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2691654883-edificio-habitacional-en-venta-panamericana-gustavo-a-madero-cdmx-_JM
Edificio,Venta De Edificio Para Clínica,16800000,,6,590,Asperon 6240,"Asperon 6240, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2760683007-venta-de-edificio-para-clinica-_JM
Departamento,,2711500,2,1,58,Vallejo,"Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5264318106-departamento-en-venta-ubicado-vallejo-gustavo-a-madero-cdmx-_JM
Casa,,22000000,6,8,589,Trujillo,"Trujillo, Lindavista Sur, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2945983485-casa-en-venta-en-lindavista-sur-_JM
Casa,,11950000,6,4,560,Salaverry,"Salaverry, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2753916801-casa-sola-en-venta-en-residencial-zacatenco-gustavo-a-madero-ciudad-de-mexico-_JM
Casa,,6400000,3,3,165,01730 Ciudad De México,"01730 Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5204814728-casa-sola-en-lomas-de-las-aguilas-alvaro-obregon-ciudad-de-mexico-task-9-cs-_JM
Departamento,Departamentos Nuevos En Gam Preventa Con Gran Plusvalía Y Facilidades De Pago,2031105,2,1,45,Union 134,"Union 134, Industrial, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2945581313-departamentos-nuevos-en-gam-preventa-con-gran-plusvalia-y-facilidades-de-pago-_JM
Local Comercial,"Se Vende Y Traspasa Con Mercancia Local  En Col. Industrial, Gam, Cdmx",950000,,,7,La Constancia 45,"La Constancia 45, Estrella, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2794935583-se-vende-y-traspasa-con-mercancia-local-en-col-industrial-gam-cdmx-_JM
Departamento,"* Venta Departamento Luis De La Rosa, Constitución De La República",2172400,2,1,51,Constitución De La República,"Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2678832833--venta-departamento-luis-de-la-rosa-constitucion-de-la-republica-_JM
Casa,,22800000,5,2,750,Coquimbo,"Coquimbo, Lindavista, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-2945983253-casa-en-venta-coquimbo-lindavista-_JM
Departamento,Venta Departamentos San Juan De Aragon Iv Seccion T-df0181-0221,2600000,3,2,87,AV. 661,"AV. 661, San Juan De Aragón IV Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4826755548-venta-departamentos-san-juan-de-aragon-iv-seccion-t-df0181-0221-_JM
Casa,Venta Casas Estrella T-df0207-0097,14000000,5,3,400,JOYAS,"JOYAS, Estrella, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4766313660-venta-casas-estrella-t-df0207-0097-_JM
Departamento,,11900000,3,4,290,Ciudad De México,"Ciudad De México, CDMX, México, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5204827702-departamento-en-bosques-de-las-lomas-cuajimalpa-de-morelos-ciudad-de-mexico-task-15-de-_JM
Edificio,Venta De Edificio Para Clínica,16800000,,6,590,Asperon 6240,"Asperon 6240, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5030314814-venta-de-edificio-para-clinica-_JM
Casa,,4500000,4,2,189,Calle 16-a,"Calle 16-a, Santa Rosa, Ciudad De México, Santa Rosa, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2557023961-casa-en-venta-en-santa-rosa-_JM
Departamento,Venta Departamentos Nueva Industrial Vallejo T-df0257-0013,1980000,2,1,53,PTE. 152,"PTE. 152, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2945238141-venta-departamentos-nueva-industrial-vallejo-t-df0257-0013-_JM
Departamento,,2100001,2,1,46,Calle Norte 7 A,"Calle Norte 7 A, Panamericana, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2748319049-departamento-en-venta-en-panamericana-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,6950000,4,3,195,Avenida Miguel Othón De Mendizábal Oriente 456,"Avenida Miguel Othón De Mendizábal Oriente 456, Torres Lindavista, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5153088856-departamento-en-venta-en-torres-lindavista-_JM
Bodega,"Bodega Venta Esq. Congreso De La Unión, Oriente 171, Ibv619535",40000000,,,1950,Ampliación San Juan De Aragón,"Ampliación San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4255844034-bodega-venta-esq-congreso-de-la-union-oriente-171-ibv619535-_JM
Casa,Venta Casas Planetario Lindavista T-df0217-0105,11000000,4,4,220,LINDAVISTA,"LINDAVISTA, Planetario Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5352890362-venta-casas-planetario-lindavista-t-df0217-0105-_JM
Casa,Venta Casas Residencial Zacatenco T-df0085-0608,4300000,5,3,200,BRASILIA,"BRASILIA, Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5204105474-venta-casas-residencial-zacatenco-t-df0085-0608-_JM
Departamento,,1597133,2,1,52,El Arbolillo II CROC,"El Arbolillo II CROC, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2899153633-departamento-en-venta-ubicado-en-el-arbolillo-2-gustavo-a-madero-cdmx-_JM
Casa,,9200000,3,3,3,Pernambuco,"Pernambuco, Ciudad De México, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2940610215-casa-con-3-recamaras-en-venta-de-115-m2-superficie-de-terreno-en-lindavista-norte-_JM
Casa,,8690000,9,5,168,San Pedro Zacatenco,"San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5326342068-casa-en-venta-en-zacatenco-gustavo-a-madero-_JM
